path,kind,status,bytes,size,sha256,detail
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-complete-v0\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,2881,2.81 KiB,9dd22fa354504ccc18a2ec56352018c028df5b132ecfd47e5bceeea5864d2f6d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-complete-v0\ibrl_mlp.yaml,file,created/downloaded,2891,2.82 KiB,a041f35fc433af715603154af8cee738ca58ad798ecbb80726a39ec0cbfe9686,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-mixed-v0\calql_mlp_online.yaml,file,created/downloaded,3129,3.06 KiB,89c92061ae2b79553a45317fc574f63d7683b82dcea698c3774433bdad4c9517,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-mixed-v0\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,2875,2.81 KiB,272d241225be80147f0fc1be9f8c41879ae811a05f431350ae4b5f3a329c6aed,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-mixed-v0\ibrl_mlp.yaml,file,created/downloaded,2872,2.80 KiB,50605480d134b22f1d9cd0509234ab4834a4539ce5b941a1b3fb342bd587c991,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-partial-v0\calql_mlp_online.yaml,file,created/downloaded,3133,3.06 KiB,77c0be8bc6a66d5cd4aed6a50340fec4736112b7a79d3abf470d86dda1b8faaa,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-partial-v0\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,2879,2.81 KiB,7f00ddb5f49abbf4dc5cae315d8bcdbb3202cafabbf76bfca2502267b2b27522,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-partial-v0\ibrl_mlp.yaml,file,created/downloaded,2876,2.81 KiB,182276a92103092f4d42891a33f7e5ee4ad4eab94162cc3e7589e2fda119bb03,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_awr_diffusion_mlp.yaml,file,created/downloaded,2643,2.58 KiB,35af32ed3f576a853ea3f37a6514f4726c353788c3ccdd299881b8e8fcf28932,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_dipo_diffusion_mlp.yaml,file,created/downloaded,2733,2.67 KiB,4a9cc1bf47c0567b74d98f05dc1d5dfed12af42ca569437422f45c404223e1bd,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_dql_diffusion_mlp.yaml,file,created/downloaded,2689,2.63 KiB,29b2ea0db044790083b2433d9f957effce9f8b6f57cc64d304d46f72b13ac2ea,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_idql_diffusion_mlp.yaml,file,created/downloaded,3045,2.97 KiB,4555d0f9ed9a52e8c41f186bf9b3f37068a8ae54e2757fce228d853d9c218ad3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,2919,2.85 KiB,3b6416bbec6bdeb9a30f1144541d9f372b238a0820b0abfac0e77febeca6a934,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_qsm_diffusion_mlp.yaml,file,created/downloaded,2690,2.63 KiB,ee50515ff83faf4a22e951a3be799d3db6b01e15edb96d31bce75bc28a5ec874,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\walker2d-v2\ft_rwr_diffusion_mlp.yaml,file,created/downloaded,2224,2.17 KiB,efb0fd02af24ba3b3b8d5189ce01b7aa9cedb3c26f07b930f8b3b057ef5d186a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\halfcheetah-medium-v2\calql_mlp_offline.yaml,file,created/downloaded,2926,2.86 KiB,6a933961755021ea77f8bf0390446ada9423dccb15e7474f33e7fb2a034482bb,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\halfcheetah-medium-v2\pre_diffusion_mlp.yaml,file,created/downloaded,1698,1.66 KiB,d5d21569cbb99094bb36d330c443e189c1a2ae59ca715a0657308abd61416752,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\halfcheetah-medium-v2\pre_gaussian_mlp.yaml,file,created/downloaded,1414,1.38 KiB,4acc2c42337b7214a7d8f271d4279e93d1abc78c969675c799202dc17810953c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\hopper-medium-v2\pre_diffusion_mlp.yaml,file,created/downloaded,1693,1.65 KiB,cf07755c9dab9b417fb562607e82a220d8fb1f3b4bcae4c670f4199fca1d9e7b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\hopper-medium-v2\pre_gaussian_mlp.yaml,file,created/downloaded,1409,1.38 KiB,05cca6d9f418b13d1abc4fea7e9848149100b37a13ce5bdf56d6aa2173a8e46b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-complete-v0\calql_mlp_offline.yaml,file,created/downloaded,2936,2.87 KiB,2585f2a0e0343fe56ca231bcb58c2b574866261c1bd2c1af2411799c4caf915a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-complete-v0\pre_diffusion_mlp.yaml,file,created/downloaded,1639,1.60 KiB,d5f4b57c30b1905a1947467b158d81487530f8e07312a2dd1554bee759e08c60,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-complete-v0\pre_gaussian_mlp.yaml,file,created/downloaded,1435,1.40 KiB,609f924b4e7695949643f5d135479f7d90c3330f8f0759e7305e7114b270aa99,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-mixed-v0\calql_mlp_offline.yaml,file,created/downloaded,2932,2.86 KiB,d48602e5366c2590c0e34ce996a813c692ab44f264de3a0e4bef3994e7d48c58,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-mixed-v0\pre_diffusion_mlp.yaml,file,created/downloaded,1636,1.60 KiB,a11759fec99dd711b1077a6d904c2f41ca52226cda7b59dcafeb695fd39014f4,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-mixed-v0\pre_gaussian_mlp.yaml,file,created/downloaded,1411,1.38 KiB,b7b444ee3da0ab36cd20b7be775405d02967200e907db0ed1402b6893dec664b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-partial-v0\calql_mlp_offline.yaml,file,created/downloaded,2934,2.87 KiB,0e669926907ca9762279e788b9da6d0020ee83040500c8cbe3a14617050dd53a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-partial-v0\pre_diffusion_mlp.yaml,file,created/downloaded,1638,1.60 KiB,8e01d125ccda03a462d15e9f84ca78b137dd3ee24c42daa6e6902011d8d87ac0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\kitchen-partial-v0\pre_gaussian_mlp.yaml,file,created/downloaded,1413,1.38 KiB,c0ac0d015a991a484d6197e30afe679bad12f4fcd89c8fdfbe3e41a3f8495876,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\walker2d-medium-v2\pre_diffusion_mlp.yaml,file,created/downloaded,1695,1.66 KiB,007e7ff0a17db78831b3de6afc22cf8a21e2296009837562753f213e1ae0d07a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\pretrain\walker2d-medium-v2\pre_gaussian_mlp.yaml,file,created/downloaded,1423,1.39 KiB,237e63f1775643d856f11a18944820b2c8ed168ea89fd71836e59f9bd6e1775f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\halfcheetah-v2\ppo_diffusion_mlp.yaml,file,created/downloaded,2677,2.61 KiB,7991da6fcd00b43d2f46949979646196be943e195e2512885ee14363cbc8931d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\halfcheetah-v2\ppo_gaussian_mlp.yaml,file,created/downloaded,2298,2.24 KiB,d7c31bfb5ba091a6b7c1086b2b1f2edb70ef35dd422c56c75fec0786523370e8,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\halfcheetah-v2\rlpd_mlp.yaml,file,created/downloaded,2876,2.81 KiB,f5a9a5e52210582140ae45d490ffc9f9194978c6b7cc52e610036401ca56e3b6,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\halfcheetah-v2\sac_mlp.yaml,file,created/downloaded,2336,2.28 KiB,38a6f0fa87d4bccb4e1d548a17527251f06636b9eda3eb9bbdecdee90338c391,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\awr_diffusion_mlp.yaml,file,created/downloaded,2471,2.41 KiB,1ebb7266048cc9edc5a60e5febc253c892dc1e518e544479b9c43c012b181779,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\dipo_diffusion_mlp.yaml,file,created/downloaded,2548,2.49 KiB,081831a4147e4519969ea33e94b02b965f9d0af8c489c069074729bcfd90057b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\dql_diffusion_mlp.yaml,file,created/downloaded,2504,2.45 KiB,59f1838bc3c4a38e33083a80860d3afccb1b36fc91035a5851108011ddd033eb,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\idql_diffusion_mlp.yaml,file,created/downloaded,2860,2.79 KiB,3c8ff1a2a6ce99c4283d5471176742c818898d9aa2d7f401669a18fd74c346af,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\ppo_diffusion_mlp.yaml,file,created/downloaded,2669,2.61 KiB,cf41f91d9a6a2a3ee258a161f93fe111818709cafb3e9524bfcd2ce3b12431f0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\ppo_gaussian_mlp.yaml,file,created/downloaded,2293,2.24 KiB,8ba8f64fe28ca8bf6ec5d2f052ca5aba5043153444966fec9b47550923a43034,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\qsm_diffusion_mlp.yaml,file,created/downloaded,2517,2.46 KiB,37797667d604ee3212463a195e8b0b040929b6d1dab6b0da91d3344e77b104c3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\hopper-v2\rwr_diffusion_mlp.yaml,file,created/downloaded,2039,1.99 KiB,b30c7ef059160a178a795cfa0da4fb6845d22523d66baeac0a53f038d7b36ecf,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\kitchen-complete-v0\rlpd_mlp.yaml,file,created/downloaded,2878,2.81 KiB,5e9ee7704636b89b25fde1fbcd93fc495bd0097acf17071c22431996e46ba5c0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\kitchen-mixed-v0\rlpd_mlp.yaml,file,created/downloaded,2875,2.81 KiB,bc9473837a8a76b17e19554dbeed6552c0bccd3c7623922b6a946cc3733936cf,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\kitchen-partial-v0\rlpd_mlp.yaml,file,created/downloaded,2877,2.81 KiB,c33f10c94508efb47ba904392578ced61afe7161bd31684e13c460c15072da1a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\walker2d-v2\ppo_diffusion_mlp.yaml,file,created/downloaded,2674,2.61 KiB,e55ea44b77c990c9947fc18487392f0e870e75bd69ee0b38b64032b67fd61e52,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\scratch\walker2d-v2\ppo_gaussian_mlp.yaml,file,created/downloaded,2295,2.24 KiB,5f5d7f70705f5410d9f25f6c2c0f620be77abfc4ff54f9f898262dc77414629e,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\pretraining.md,file,created/downloaded,1430,1.40 KiB,ddb3afdfe4f1c63271c538eca4d6beefb8f9e08e41caed6b3f86b51b02589944,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\can-img.json,file,created/downloaded,830,830.00 B,e46aa96f04cd82746c635c1a1ca9b65cf5a114b9a6ebfbe078dc8d33978e466a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\can.json,file,created/downloaded,765,765.00 B,da8058e25fd56ee1268f4d0eb2d1b78cf51057ebb0f1891f51a602d3f2dfd489,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\lift-img.json,file,created/downloaded,822,822.00 B,e1f7d47ebef17107ef6ae8b786d0dcd3de731e360f106cd6fc83748e5c07db92,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\lift.json,file,created/downloaded,757,757.00 B,292a923531fbb84a25893360350bab14ca02a328e40a258b4d4b59b913a845c7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\square-img.json,file,created/downloaded,826,826.00 B,e6b68b654ceca7946bad6eeb50325965037b81c6c8295ec95ae0e470d1de1d92,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\square.json,file,created/downloaded,770,770.00 B,cbcccf0f4cfbd9fa805eb0c9252e99820a3f21682546289442211a6828ecfa86,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\transport-img.json,file,created/downloaded,901,901.00 B,933d42e26598a7b6525b8341a5d2a24efe98dfabb0f00a574b571226e84fa292,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\env_meta\transport.json,file,created/downloaded,820,820.00 B,95eb819cf872a7f63f33520efb1d6306de1e2c1ffeaf9b5baad02ab9c85405a2,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\eval\can\eval_diffusion_mlp.yaml,file,created/downloaded,1866,1.82 KiB,9e23ae176075a22af97ada2347fb658edd792b687078fb8e20fe98176dc19f99,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\eval\can\eval_diffusion_mlp_img.yaml,file,created/downloaded,2794,2.73 KiB,9d9e273d65260f2aa280e6f31005b39bb37d28468ca370b6761bc98f83add9aa,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\eval\can\eval_gaussian_mlp.yaml,file,created/downloaded,1786,1.74 KiB,1430a8023e1a0996d3ecba8265d5dee68b98cd42d886d48cf9f888cbf5cb5d6f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\eval\can\eval_gaussian_mlp_img.yaml,file,created/downloaded,2466,2.41 KiB,344b15cc7a972ce1d7504f9160d9d7f6eeeb2ef28d54004f953200cb36e9edd9,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\eval\square\eval_diffusion_mlp.yaml,file,created/downloaded,1902,1.86 KiB,da640a71f7506bfdafccf44d2ba1c50e663bffa77ff145d98c56a83b45cb44c3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\eval\square\eval_gaussian_mlp.yaml,file,created/downloaded,1677,1.64 KiB,fa9cebe8d60bc14208d7946754c80fa20167ea2348c62b328d9df5f483e2fb2b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\calql_mlp_online.yaml,file,created/downloaded,3407,3.33 KiB,da590ac9097908d086087332fd479c63cb645b39045615965072d45d70851e2a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\calql_mlp_online_ph.yaml,file,created/downloaded,3411,3.33 KiB,a93c0b2e34a3496ca78e4bb055bf63b56df6b4e1b3f3fd4ff35a59e52dc6cd88,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_awr_diffusion_mlp.yaml,file,created/downloaded,2835,2.77 KiB,12bc934539a4b8e2b40bbd98019d6b665027915c61e5a9a2cc1e53da15b0a201,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_dipo_diffusion_mlp.yaml,file,created/downloaded,2922,2.85 KiB,10b80e786f73c730298f188abd183232effc818cb3d147b3711db8fb4b1b218b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_dql_diffusion_mlp.yaml,file,created/downloaded,2880,2.81 KiB,ecc20ca5adab0f8ab1c44580f77d75a7895da9b37b1e4b188edf1bde086dcf67,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_idql_diffusion_mlp.yaml,file,created/downloaded,3235,3.16 KiB,27f74d8915d353f244c6ea6f7369f2c2fca46fcb092e584173f0861819ae87fb,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3120,3.05 KiB,8d6b4006a602b78d68c868dd980a563f79f188ee093c70819086ccf564f57d6d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_diffusion_mlp_img.yaml,file,created/downloaded,4665,4.56 KiB,f30b4e59d20e886a400f6df81ff8763d229c8e3c9ff04c9adb351c8542643e08,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_diffusion_mlp_ta1.yaml,file,created/downloaded,3069,3.00 KiB,18d2b77ee869fe005045c788b25c30e5bdd1f749069cace960532f3612f78910,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_diffusion_mlp_ta1_ph.yaml,file,created/downloaded,3069,3.00 KiB,450e887d22dcde67a8dab361b1ec9406ace4000e7c2abb468a75f12b9f83c558,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3111,3.04 KiB,ad519eef4b3bf1e749a214fb2097a8a4b96526bc52f6f3c9193e2eaf0352a013,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_exact_diffusion_mlp.yaml,file,created/downloaded,3258,3.18 KiB,00efee2fdc48709d170a7e53ba97426a21e3fb034848345df5b5eb97dfcc48b6,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2714,2.65 KiB,e7a6f442d7a92f0c0beeaadd8cf812c34e9f412b6faf5751846bb96de626c94a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_gaussian_mlp_img.yaml,file,created/downloaded,4023,3.93 KiB,a6beaebefa582ab608435776a3e81c8dea7a029e80911a757429df6eb3825aff,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_gaussian_transformer.yaml,file,created/downloaded,2772,2.71 KiB,126e7a864a18e20a940b69e10324f80b481ee23076ac4e8bea566b834ecce0b2,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_gmm_mlp.yaml,file,created/downloaded,2704,2.64 KiB,1bddec8fc571516d5de9a66ff1fe5db2df690a21b4376e4b4151241386a0b7b9,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_ppo_gmm_transformer.yaml,file,created/downloaded,2767,2.70 KiB,af5d7d4991d277f3fc831b5ad2e3a3980d47b8f224cfb63f9135f46c33e263d0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_qsm_diffusion_mlp.yaml,file,created/downloaded,2926,2.86 KiB,668e5a0c403333f46750849d6b1ce14fc0d5f5e4a6c4a375590a957786dd39d8,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ft_rwr_diffusion_mlp.yaml,file,created/downloaded,2422,2.37 KiB,dfe6fb18c88d850526333646c21a85a42f9010ea8081ce0f4180912873470481,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ibrl_mlp.yaml,file,created/downloaded,3189,3.11 KiB,cdc4229baf464b41b0644410d1ab3112de00f260e011ac1775baf326e07d740d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\can\ibrl_mlp_ph.yaml,file,created/downloaded,3194,3.12 KiB,f891210a9cf164e2a644b1dbff3262b2a486e68e1b3893f1f0164bca5ec6a119,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_awr_diffusion_mlp.yaml,file,created/downloaded,2837,2.77 KiB,72024c9fa753e805e67f6c307e6636ed3639854ca02b5d21d35059f694d8876d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_dipo_diffusion_mlp.yaml,file,created/downloaded,2925,2.86 KiB,f917e716638f17df2c8cf8f81020f3ec37488ece6141afcbd701aa67d8c04d14,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_dql_diffusion_mlp.yaml,file,created/downloaded,2882,2.81 KiB,6f01a4e82f43f4fd614316f8ecc981b9a4f256afc3d2164e877c6a5ad2df4859,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_idql_diffusion_mlp.yaml,file,created/downloaded,3237,3.16 KiB,5c5b2180e3902041aaf396ea4af2ba7bd0a84f37a6e7ed6d0ddb7a190c8b3fbd,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3123,3.05 KiB,261b6ea457ccfca3468fe33d7b305d0f0870b57feee0ad9c7b2b20fd41bf5eea,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_diffusion_mlp_img.yaml,file,created/downloaded,4668,4.56 KiB,51379187745e9261cbb1bee74216af7239b2631eb4d93aa995f6b3d4192042bc,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3114,3.04 KiB,e62d6e26aabada611c55382ef0f2ae20516a9c4f2d2639fe368f8a478cced777,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2717,2.65 KiB,4dd0adf522200988a4814b4ee2f5d2c04d195dfb28e0f727db4656540c15e4fc,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_gaussian_mlp_img.yaml,file,created/downloaded,4049,3.95 KiB,600c1f52b558435582258017537a3e73c47f03ab6f84b430c47bcb321f2b4091,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_gaussian_transformer.yaml,file,created/downloaded,2775,2.71 KiB,67dc16d52c2010d6a2d728408d3a76320b51f69b383468371ee17cbf36191d10,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_gmm_mlp.yaml,file,created/downloaded,2707,2.64 KiB,00728c8d75d9c0149339a2491dfe09527970135363f30ddf481546083bca0b42,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_ppo_gmm_transformer.yaml,file,created/downloaded,2770,2.71 KiB,77f1973bf08d94f372b75f4bb247ba19c7f49f486b6460d61e253404a1a9f148,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_qsm_diffusion_mlp.yaml,file,created/downloaded,2928,2.86 KiB,bd02f2b52192c5269eb1c6f52d4a8472d96a4e44e646af25b31bd933bf4e7713,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\ft_rwr_diffusion_mlp.yaml,file,created/downloaded,2424,2.37 KiB,f554e8cca26d0fa0cce7117709274db8f11690a3303011ff667861388ef0b5b1,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\lift\rlpd_mlp.yaml,file,created/downloaded,3055,2.98 KiB,8fe85fb39d20e33a428cabbd51cbf228cfb5905a1f2bfce9a48e78c0241c1277,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\square\calql_mlp_online.yaml,file,created/downloaded,3413,3.33 KiB,c3ed7d5bedb5146e5e8f339b9b506aaeb4108b76686543637fe7698859a27d5a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\square\calql_mlp_online_ph.yaml,file,created/downloaded,3418,3.34 KiB,656970a7b5bd117f0293e05ea0e746d89ecc063243d8ce6252ffff4ea34b83ff,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\square\ft_awr_diffusion_mlp.yaml,file,created/downloaded,2877,2.81 KiB,451d4054150141a157c500756807e4ae41dc2bc8d6c7dfac183281ba3cbb238f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\square\ft_dipo_diffusion_mlp.yaml,file,created/downloaded,2964,2.89 KiB,3b3ecb1bf69daeeaeed5dfc68aff8c423098b7826a8be24c63f27f83f3baf1e1,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\robomimic\finetune\square\ft_dql_diffusion_mlp.yaml,file,created/downloaded,2922,2.85 KiB,75252c341e4db3db7c38ea15f3fbbc15d796524fd9e246b78cb8215068c2cb1b,
